,date,total crashes,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,day_of_week
463,2022-04-09,0.0,9.2,0.9,5.2,6.5,-3.0,2.1,0.1,71.1,0.0,0,0.0,rain,0.0,0.0,29.5,23.7,274.1,1015.8,27.5,12.5,227.6,19.7,8,2022-04-09T06:28:03,2022-04-09T19:56:57,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,7
464,2022-04-10,0.0,11.1,-0.2,6.5,11.1,-1.9,5.2,0.7,68.3,0.0,0,0.0,,0.0,0.0,27.7,21.3,136.1,1017.2,21.3,11.6,196.5,17.0,7,2022-04-10T06:25:51,2022-04-10T19:58:37,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,8
465,2022-04-11,3.0,14.2,5.0,9.4,14.2,0.5,7.4,3.2,66.8,0.0,0,0.0,rain,0.0,0.0,46.5,36.1,105.0,1006.9,60.6,11.9,134.5,11.6,5,2022-04-11T06:23:39,2022-04-11T20:00:18,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,2
466,2022-04-12,2.0,13.5,9.0,11.1,13.5,6.2,10.4,9.1,87.6,3.448,100,33.33,rain,0.0,0.0,38.2,24.9,145.6,1004.2,81.7,10.3,78.1,6.7,3,2022-04-12T06:21:28,2022-04-12T20:01:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
467,2022-04-13,3.0,14.9,8.9,11.6,14.9,8.0,11.3,9.8,89.3,0.643,100,4.17,rain,0.0,0.0,24.1,18.0,221.3,1014.7,77.9,11.0,120.6,10.3,5,2022-04-13T06:19:18,2022-04-13T20:03:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,4
468,2022-04-14,3.0,15.1,8.1,11.5,15.1,6.3,11.4,8.4,82.2,0.061,100,8.33,rain,0.0,0.0,18.4,12.6,191.7,1021.6,75.3,11.1,116.5,10.1,4,2022-04-14T06:17:08,2022-04-14T20:05:18,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
469,2022-04-15,0.0,18.9,7.7,13.1,18.9,6.6,12.9,8.9,76.8,0.0,0,0.0,rain,0.0,0.0,27.7,20.1,184.6,1025.5,20.4,11.4,252.8,21.9,8,2022-04-15T06:14:59,2022-04-15T20:06:58,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
470,2022-04-16,4.0,19.1,7.0,13.2,19.1,6.4,13.0,8.5,75.1,0.0,0,0.0,,0.0,0.0,22.3,15.7,146.3,1028.2,34.8,10.4,224.3,19.3,8,2022-04-16T06:12:50,2022-04-16T20:08:38,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,7
471,2022-04-17,0.0,17.1,7.8,12.4,17.1,5.4,11.8,6.0,66.5,0.064,100,4.17,rain,0.0,0.0,31.7,26.7,145.6,1021.1,17.2,10.9,222.7,19.3,7,2022-04-17T06:10:43,2022-04-17T20:10:18,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,rain,8
472,2022-04-18,0.0,12.2,6.5,9.3,12.2,3.5,8.0,5.8,80.1,0.517,100,8.33,rain,0.0,0.0,25.9,20.0,256.9,1017.5,71.6,11.5,168.9,14.5,6,2022-04-18T06:08:36,2022-04-18T20:11:58,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
473,2022-04-19,2.0,12.9,3.9,8.6,12.9,1.6,7.7,5.0,79.2,0.275,100,12.5,rain,0.0,0.0,27.7,18.1,338.8,1017.2,59.2,12.0,163.0,14.1,7,2022-04-19T06:06:30,2022-04-19T20:13:38,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
474,2022-04-20,1.0,16.2,6.1,10.7,16.2,2.5,9.4,5.9,73.6,0.387,100,4.17,rain,0.0,0.0,33.5,24.8,36.6,1016.0,51.4,11.2,203.8,17.7,8,2022-04-20T06:04:25,2022-04-20T20:15:18,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,4
475,2022-04-21,4.0,17.1,6.0,11.4,17.1,2.2,10.2,4.5,64.1,0.0,0,0.0,rain,0.0,0.0,37.1,26.4,69.9,1011.4,33.6,11.6,208.9,18.0,8,2022-04-21T06:02:20,2022-04-21T20:16:58,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
476,2022-04-22,2.0,14.0,5.3,9.9,14.0,1.8,8.2,5.0,72.3,0.0,0,0.0,rain,0.0,0.0,53.6,34.1,48.8,1007.4,65.9,11.5,73.4,6.2,2,2022-04-22T06:00:17,2022-04-22T20:18:38,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
477,2022-04-23,1.0,15.9,6.3,10.8,15.9,2.9,9.2,6.5,75.7,0.0,0,0.0,rain,0.0,0.0,57.6,35.6,35.3,1003.5,84.9,10.9,132.3,11.5,4,2022-04-23T05:58:15,2022-04-23T20:20:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
478,2022-04-24,2.0,17.0,7.1,11.1,17.0,2.9,9.4,5.1,68.7,0.498,100,4.17,rain,0.0,0.0,44.6,31.4,33.2,1008.3,52.8,11.2,194.4,16.7,7,2022-04-24T05:56:13,2022-04-24T20:21:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,8
479,2022-04-25,2.0,13.0,4.9,8.9,13.0,0.5,7.0,3.6,71.1,0.0,0,0.0,rain,0.0,0.0,31.7,25.5,56.0,1015.6,54.3,11.8,181.6,15.6,8,2022-04-25T05:54:13,2022-04-25T20:23:36,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
480,2022-04-26,4.0,14.8,4.2,9.3,14.8,1.2,7.9,3.1,68.3,0.0,0,0.0,rain,0.0,0.3,29.5,21.1,65.8,1021.3,53.4,11.5,232.6,19.9,8,2022-04-26T05:52:14,2022-04-26T20:25:16,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
481,2022-04-27,0.0,10.0,3.9,7.3,10.0,0.8,4.5,2.4,72.1,0.0,0,0.0,,0.0,0.0,35.3,23.9,64.0,1026.9,70.7,12.4,110.2,9.5,3,2022-04-27T05:50:16,2022-04-27T20:26:55,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
482,2022-04-28,4.0,12.0,4.0,7.7,12.0,0.4,5.7,2.6,70.8,0.0,0,0.0,,0.0,0.0,27.7,22.4,52.4,1030.5,55.9,11.4,171.5,14.8,6,2022-04-28T05:48:19,2022-04-28T20:28:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
483,2022-04-29,3.0,11.9,4.3,8.2,11.9,1.9,7.1,3.6,74.1,0.0,0,0.0,,0.0,0.0,29.5,19.9,46.5,1031.4,65.1,11.0,176.9,15.3,6,2022-04-29T05:46:23,2022-04-29T20:30:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
484,2022-04-30,0.0,15.0,1.7,8.8,15.0,-0.9,8.2,3.0,68.1,0.0,0,0.0,,0.0,0.0,16.6,12.5,14.1,1029.3,25.8,11.2,245.3,21.1,7,2022-04-30T05:44:29,2022-04-30T20:31:51,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
485,2022-05-01,2.0,9.3,8.0,8.7,8.6,6.2,7.3,7.1,90.0,2.418,100,29.17,rain,0.0,0.0,16.6,13.9,230.3,1023.1,87.4,7.9,44.8,3.9,1,2022-05-01T05:42:36,2022-05-01T20:33:29,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,8
486,2022-05-02,0.0,13.0,8.9,10.7,13.0,8.0,10.5,8.8,88.6,0.362,100,16.67,rain,0.0,0.0,14.8,10.5,10.8,1021.0,91.0,7.3,93.3,8.0,3,2022-05-02T05:40:44,2022-05-02T20:35:07,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,2
487,2022-05-03,2.0,14.9,9.7,11.7,14.9,8.1,11.5,9.2,84.9,0.03,100,4.17,rain,0.0,0.0,16.6,13.3,34.6,1021.0,82.6,8.4,119.9,10.4,6,2022-05-03T05:38:54,2022-05-03T20:36:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,3
488,2022-05-04,6.0,16.1,9.0,11.8,16.1,6.6,11.4,9.3,85.3,0.06,100,8.33,rain,0.0,0.0,37.1,27.6,260.1,1019.7,69.8,10.8,213.8,18.5,8,2022-05-04T05:37:05,2022-05-04T20:38:21,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,4
489,2022-05-05,2.0,17.1,6.8,12.0,17.1,4.3,11.4,9.1,83.4,0.0,0,0.0,,0.0,0.0,24.1,23.0,259.7,1024.4,39.3,10.4,248.9,21.4,8,2022-05-05T05:35:18,2022-05-05T20:39:58,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
490,2022-05-06,7.0,14.4,9.9,11.8,14.4,7.1,11.2,9.2,84.3,0.03,100,4.17,rain,0.0,0.0,27.7,29.9,260.7,1026.0,91.3,11.1,159.1,13.7,6,2022-05-06T05:33:32,2022-05-06T20:41:34,0.18,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,6
491,2022-05-07,2.0,18.7,10.1,14.1,18.7,10.1,14.1,8.8,72.7,0.232,100,8.33,rain,0.0,0.0,38.9,18.4,329.2,1025.9,57.1,10.7,255.5,21.9,8,2022-05-07T05:31:48,2022-05-07T20:43:10,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,7
492,2022-05-08,4.0,18.9,9.2,13.7,18.9,6.8,13.3,7.9,70.6,0.0,0,0.0,rain,0.0,0.0,25.9,17.2,109.2,1027.5,36.8,11.3,240.9,20.8,9,2022-05-08T05:30:05,2022-05-08T20:44:45,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,8
493,2022-05-09,3.0,19.9,8.5,14.1,19.9,6.5,13.7,9.0,72.0,0.0,0,0.0,,0.0,0.0,37.1,24.9,169.6,1021.8,34.6,11.2,247.0,21.3,8,2022-05-09T05:28:24,2022-05-09T20:46:19,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,2
494,2022-05-10,4.0,16.2,11.1,13.3,16.2,11.1,13.3,9.5,78.9,0.719,100,20.83,rain,0.0,0.0,41.2,35.4,241.0,1014.8,79.9,10.5,244.0,21.0,9,2022-05-10T05:26:45,2022-05-10T20:47:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,3
495,2022-05-11,7.0,13.4,9.9,11.5,13.4,7.8,11.4,9.6,88.1,6.093,100,45.83,rain,0.0,0.0,43.8,34.2,232.5,1010.0,72.7,9.7,179.5,15.6,8,2022-05-11T05:25:08,2022-05-11T20:49:27,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,4
496,2022-05-12,4.0,15.0,8.5,11.6,15.0,6.8,11.0,6.8,74.4,0.0,0,0.0,,0.0,0.0,38.4,33.5,255.3,1018.4,71.0,11.4,286.9,24.9,9,2022-05-12T05:23:32,2022-05-12T20:50:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
497,2022-05-13,3.0,16.1,10.7,12.6,16.1,10.7,12.6,8.3,75.7,0.0,0,0.0,rain,0.0,0.0,43.0,38.7,257.1,1020.4,67.4,11.6,279.3,24.1,9,2022-05-13T05:21:59,2022-05-13T20:52:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
498,2022-05-14,6.0,18.2,9.6,13.5,18.2,7.5,13.1,8.9,75.3,0.0,0,0.0,,0.0,0.0,18.4,17.0,228.2,1020.4,67.9,11.3,261.0,22.3,9,2022-05-14T05:20:27,2022-05-14T20:54:02,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
499,2022-05-15,2.0,15.9,9.4,13.2,15.9,6.7,12.8,11.3,88.6,8.021,100,62.5,rain,0.0,0.0,38.9,25.8,86.8,1013.7,76.1,10.7,111.3,9.4,4,2022-05-15T05:18:57,2022-05-15T20:55:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
500,2022-05-16,3.0,17.0,12.9,14.8,17.0,12.9,14.8,12.8,88.2,7.971,100,41.67,rain,0.0,0.0,38.9,24.2,187.3,1012.9,83.9,9.4,168.5,14.7,8,2022-05-16T05:17:29,2022-05-16T20:57:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
501,2022-05-17,3.0,21.0,11.1,15.4,21.0,11.1,15.4,11.8,81.3,2.791,100,12.5,rain,0.0,0.0,44.6,32.3,151.0,1015.7,58.2,10.5,227.0,19.5,8,2022-05-17T05:16:03,2022-05-17T20:58:30,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,3
502,2022-05-18,3.0,17.2,9.9,13.1,17.2,8.8,13.0,9.9,82.5,7.796,100,33.33,rain,0.0,0.0,38.9,22.2,166.8,1017.9,58.2,11.0,178.5,15.4,6,2022-05-18T05:14:40,2022-05-18T20:59:57,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
503,2022-05-19,1.0,17.9,10.0,13.2,17.9,8.7,13.2,9.5,80.1,1.447,100,12.5,rain,0.0,0.0,25.9,19.8,250.2,1018.3,63.7,10.9,263.8,22.6,10,2022-05-19T05:13:18,2022-05-19T21:01:23,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
504,2022-05-20,2.0,15.2,11.0,12.3,15.2,11.0,12.3,9.2,81.8,3.414,100,37.5,rain,0.0,0.5,51.5,40.7,229.9,1018.4,64.6,11.3,161.6,14.1,6,2022-05-20T05:11:59,2022-05-20T21:02:48,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
505,2022-05-21,0.0,17.0,9.8,13.1,17.0,7.7,12.9,8.3,74.5,0.0,0,0.0,,0.0,0.0,25.9,20.9,249.3,1020.8,66.4,11.5,272.4,23.6,9,2022-05-21T05:10:42,2022-05-21T21:04:11,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
506,2022-05-22,0.0,19.9,9.6,14.5,19.9,8.5,14.4,8.7,69.2,0.0,0,0.0,rain,0.0,0.0,24.1,17.3,222.8,1013.5,50.6,12.5,244.8,21.2,8,2022-05-22T05:09:27,2022-05-22T21:05:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
507,2022-05-23,2.0,14.2,10.0,12.3,14.2,9.1,12.3,9.8,85.3,2.701,100,16.67,rain,0.0,0.0,29.5,23.4,261.9,1003.7,74.2,11.4,162.7,14.1,5,2022-05-23T05:08:15,2022-05-23T21:06:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
508,2022-05-24,8.0,15.3,9.0,11.7,15.3,6.6,10.9,7.8,78.3,6.051,100,41.67,rain,0.0,0.0,35.3,30.6,261.2,1006.6,63.4,12.4,219.6,19.1,9,2022-05-24T05:07:05,2022-05-24T21:08:14,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
509,2022-05-25,3.0,15.1,9.1,11.8,15.1,6.8,11.3,10.0,88.7,0.986,100,8.33,rain,0.0,0.0,45.6,39.2,243.4,1013.4,88.7,10.3,147.1,12.9,8,2022-05-25T05:05:58,2022-05-25T21:09:32,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,4
510,2022-05-26,2.0,16.1,11.8,13.4,16.1,11.8,13.4,11.4,88.0,0.0,0,0.0,rain,0.0,0.0,58.7,41.6,256.5,1022.0,97.0,9.5,162.1,13.9,6,2022-05-26T05:04:53,2022-05-26T21:10:48,0.86,Overcast,Cloudy skies throughout the day.,cloudy,5
511,2022-05-27,3.0,16.2,10.1,13.2,16.2,10.1,13.2,8.7,75.9,0.429,100,8.33,rain,0.0,0.0,45.0,27.1,280.5,1025.4,34.3,8.6,339.9,29.4,9,2022-05-27T05:03:51,2022-05-27T21:12:03,0.89,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,6
512,2022-05-28,2.0,16.0,7.9,12.4,16.0,5.9,12.0,6.0,66.1,0.0,0,0.0,,0.0,0.0,27.7,18.0,348.9,1025.7,30.4,11.0,325.6,28.1,10,2022-05-28T05:02:51,2022-05-28T21:13:16,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
513,2022-05-29,2.0,13.1,7.1,10.7,13.1,4.7,10.0,5.3,70.0,0.246,100,8.33,rain,0.0,0.0,25.9,20.2,55.4,1019.7,33.8,11.6,171.8,14.6,5,2022-05-29T05:01:54,2022-05-29T21:14:27,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,8
514,2022-05-30,7.0,14.3,8.0,10.7,14.3,5.9,10.3,5.6,71.6,1.235,100,12.5,rain,0.0,0.0,27.7,19.7,239.4,1013.1,51.1,11.4,186.7,16.1,8,2022-05-30T05:00:59,2022-05-30T21:15:37,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,2
515,2022-05-31,6.0,14.2,7.9,10.9,14.2,6.4,10.2,7.0,77.9,1.155,100,25.0,rain,0.0,0.0,38.5,31.4,252.0,1012.4,57.7,12.1,223.6,19.3,9,2022-05-31T05:00:07,2022-05-31T21:16:44,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
516,2022-06-01,1.0,16.2,8.6,12.3,16.2,6.7,12.0,7.3,72.4,0.0,0,0.0,rain,0.0,0.0,22.3,17.7,283.6,1017.1,55.6,12.9,235.5,20.4,7,2022-06-01T04:59:19,2022-06-01T21:17:50,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
517,2022-06-02,2.0,19.0,7.9,14.4,19.0,6.5,14.1,7.2,64.0,0.0,0,0.0,rain,0.0,0.0,25.9,15.8,120.3,1019.2,40.5,12.5,264.8,22.8,7,2022-06-02T04:58:32,2022-06-02T21:18:53,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
518,2022-06-03,2.0,19.2,10.8,14.5,19.2,10.8,14.5,9.1,70.9,1.252,100,12.5,rain,0.0,0.0,33.5,21.6,46.2,1017.4,79.1,11.8,142.5,12.3,7,2022-06-03T04:57:49,2022-06-03T21:19:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,6
519,2022-06-04,2.0,17.3,10.2,14.0,17.3,10.2,14.0,9.7,75.8,0.682,100,25.0,rain,0.0,0.0,53.4,38.1,62.6,1018.9,71.3,11.5,206.5,17.7,10,2022-06-04T04:57:09,2022-06-04T21:20:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
520,2022-06-05,1.0,13.0,9.2,11.4,13.0,6.7,11.0,10.3,93.1,14.674,100,54.17,rain,0.0,0.0,32.3,24.8,54.7,1016.3,97.3,8.4,48.6,4.2,2,2022-06-05T04:56:31,2022-06-05T21:21:50,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,8
521,2022-06-06,2.0,16.9,11.1,13.9,16.9,11.1,13.9,11.5,86.5,4.208,100,45.83,rain,0.0,0.0,22.3,15.8,244.6,1014.5,81.7,9.4,184.0,15.9,9,2022-06-06T04:55:56,2022-06-06T21:22:45,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
522,2022-06-07,5.0,19.1,9.1,14.7,19.1,8.1,14.6,11.6,82.3,0.029,100,4.17,rain,0.0,0.0,27.7,21.1,156.5,1011.1,61.4,11.8,199.1,17.0,7,2022-06-07T04:55:25,2022-06-07T21:23:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,3
523,2022-06-08,3.0,17.3,13.0,14.8,17.3,13.0,14.8,11.6,81.9,0.954,100,29.17,rain,0.0,0.0,48.3,39.2,251.7,1006.4,74.3,11.3,300.7,26.1,10,2022-06-08T04:54:56,2022-06-08T21:24:27,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
524,2022-06-09,3.0,16.9,11.8,14.4,16.9,11.8,14.4,12.0,86.0,0.512,100,12.5,rain,0.0,0.0,35.3,25.8,223.8,1014.7,81.1,10.5,138.8,11.9,4,2022-06-09T04:54:30,2022-06-09T21:25:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
525,2022-06-10,2.0,19.2,12.1,15.1,19.2,12.1,15.1,11.1,78.1,0.318,100,4.17,rain,0.0,0.0,42.0,26.9,240.1,1018.0,65.4,10.4,264.8,22.9,9,2022-06-10T04:54:08,2022-06-10T21:25:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,6
526,2022-06-11,3.0,18.2,11.1,14.4,18.2,11.1,14.4,10.4,77.8,0.032,100,4.17,rain,0.0,0.0,42.3,34.4,243.2,1021.6,50.4,10.8,278.8,24.1,9,2022-06-11T04:53:48,2022-06-11T21:26:40,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,7
527,2022-06-12,2.0,17.0,10.7,13.9,17.0,10.7,13.9,9.5,75.8,0.0,0,0.0,rain,0.0,0.0,41.1,30.6,262.5,1024.5,55.4,10.8,330.0,28.4,9,2022-06-12T04:53:31,2022-06-12T21:27:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
528,2022-06-13,4.0,17.4,8.2,13.3,17.4,6.6,13.0,8.2,73.1,0.0,0,0.0,,0.0,0.0,20.5,14.8,263.6,1025.1,27.9,11.6,267.2,23.0,9,2022-06-13T04:53:18,2022-06-13T21:27:56,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
529,2022-06-14,3.0,20.1,7.8,14.6,20.1,6.0,14.3,8.7,69.2,0.0,0,0.0,,0.0,0.0,20.5,12.9,325.4,1020.9,20.7,11.5,342.7,29.4,10,2022-06-14T04:53:08,2022-06-14T21:28:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
530,2022-06-15,2.0,21.2,10.6,16.1,21.2,10.6,16.1,10.4,71.7,0.0,0,0.0,,0.0,0.0,18.4,19.8,255.1,1019.0,4.0,11.7,319.6,27.4,8,2022-06-15T04:53:00,2022-06-15T21:29:01,0.53,Clear,Clear conditions throughout the day.,clear-day,4
531,2022-06-16,3.0,24.3,11.5,18.0,24.3,11.5,18.0,11.2,67.3,0.0,0,0.0,,0.0,0.0,24.1,14.6,217.3,1021.9,11.9,12.1,289.7,25.0,8,2022-06-16T04:52:56,2022-06-16T21:29:29,0.57,Clear,Clear conditions throughout the day.,clear-day,5
532,2022-06-17,2.0,27.1,14.4,20.2,27.5,14.4,20.3,12.8,63.5,0.0,0,0.0,,0.0,0.0,40.3,24.1,214.2,1019.8,10.8,11.5,314.8,27.1,8,2022-06-17T04:52:55,2022-06-17T21:29:54,0.6,Clear,Clear conditions throughout the day.,clear-day,6
533,2022-06-18,3.0,16.0,8.2,13.3,16.0,5.9,13.0,12.5,95.2,4.936,100,41.67,rain,0.0,0.0,42.5,28.3,356.0,1018.9,88.1,6.6,59.9,5.1,3,2022-06-18T04:52:56,2022-06-18T21:30:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
534,2022-06-19,4.0,15.2,8.0,11.7,15.2,5.5,11.0,8.7,82.4,3.077,100,33.33,rain,0.0,0.0,40.7,23.6,14.2,1015.8,64.3,12.0,149.3,12.7,5,2022-06-19T04:53:01,2022-06-19T21:30:35,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
535,2022-06-20,4.0,20.0,10.0,15.2,20.0,7.4,14.9,8.7,67.1,0.172,100,8.33,rain,0.0,0.0,38.9,24.1,38.8,1018.6,24.4,12.0,356.8,30.5,10,2022-06-20T04:53:09,2022-06-20T21:30:52,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,2
536,2022-06-21,3.0,22.1,11.4,16.9,22.1,11.4,16.9,10.0,64.9,0.161,100,4.17,rain,0.0,0.0,20.5,12.0,8.8,1014.9,10.3,11.3,305.4,26.3,9,2022-06-21T04:53:20,2022-06-21T21:31:05,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,3
537,2022-06-22,3.0,25.0,11.8,19.3,25.0,11.8,19.3,11.7,63.4,0.0,0,0.0,,0.0,0.0,31.7,17.6,35.9,1013.4,8.4,12.1,317.9,27.4,8,2022-06-22T04:53:34,2022-06-22T21:31:15,0.77,Clear,Clear conditions throughout the day.,clear-day,4
538,2022-06-23,1.0,22.6,13.9,18.6,22.6,13.9,18.6,12.8,69.8,0.704,100,20.83,rain,0.0,0.0,34.2,15.9,108.1,1009.6,49.3,11.6,197.3,17.0,6,2022-06-23T04:53:51,2022-06-23T21:31:22,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
539,2022-06-24,2.0,18.1,13.1,15.1,18.1,13.1,15.1,12.8,86.3,0.242,100,16.67,rain,0.0,0.0,39.5,23.7,185.4,1003.3,89.5,10.0,92.5,7.9,5,2022-06-24T04:54:10,2022-06-24T21:31:26,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
540,2022-06-25,3.0,17.8,10.1,13.8,17.8,10.1,13.8,8.5,72.1,1.166,100,20.83,rain,0.0,0.0,46.1,34.8,185.6,1005.5,48.9,12.0,271.4,23.2,10,2022-06-25T04:54:33,2022-06-25T21:31:27,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
541,2022-06-26,2.0,18.1,10.9,14.2,18.1,10.9,14.2,9.2,72.8,0.991,100,12.5,rain,0.0,0.0,44.6,29.5,183.9,1009.6,38.8,11.6,258.8,22.2,8,2022-06-26T04:54:58,2022-06-26T21:31:24,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,8
542,2022-06-27,4.0,17.1,11.2,13.5,17.1,11.2,13.5,8.6,74.5,1.503,100,37.5,rain,0.0,0.0,31.7,33.5,242.3,1015.3,62.6,11.6,235.5,20.3,8,2022-06-27T04:55:27,2022-06-27T21:31:19,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
543,2022-06-28,6.0,17.1,10.1,13.7,17.1,10.1,13.7,9.7,77.6,0.032,100,4.17,rain,0.0,0.0,54.4,33.3,178.1,1015.5,67.2,11.2,114.6,10.0,5,2022-06-28T04:55:58,2022-06-28T21:31:10,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,3
